title,price,location,mileage,owners,title_status,url,description
"JUST IN 2016 VOLKSWAGEN TIGUAN SE AWD NEW TIRES 100K MILES RUNS GREAT-$9,990(DEALZ ON WHEELS LLC MIFFLINBURG PA)","$9,990",,"100,000",,clean,https://williamsport.craigslist.org/ctd/d/vicksburg-just-in-2016-volkswagen/7919558574.html,"HERE IS A VERY NICE 2016 VOLKSWAGEN TIGUAN SE AWD THAT WE JUST GOT IN. IT RUNS AND DRIVES GREAT. THIS TIGUAN IS EQUIPPED WITH A 2.0 LITER ENGINE WITH AN AUTOMATIC TRANSMISSION. IT WILL COME WITH A 12 MONTH UNLIMITED MILE AUTO PRO WARRANTY. IT IS INSPECTED UNTIL 12/26. THIS IS A SHARP LOOKING CAR! THIS CAR HAS ICE COLD A/C, FOUR NEW TIRES, ALUMINUM WHEELS, NAVIGATION, BACKUP CAMERA, PANORAMIC SUNROOF AND MUCH MORE. IF YOU WOULD LIKE MORE INFORMATION PLEASE CALL 570 966 6040 OR JUST COME ON OUT TO DEALZ ON WHEELS LLC. YOU CAN ALSO VISIT OUR WEBSITE AT www.dealzonwheels.com TO SEE OUR FULL INVENTORY. FOR QUICK RESPONSE JUST CALL US. WE ARE LOCATED ON ROUTE 45 ABOUT A MILE WEST OF MIFFLINBURG. WE TAKE ALL KINDS OF TRADES AND WE ALWAYS KEEP OVER 40 VERY AFFORDABLE USED CARS TRUCKS VANS AND SUVS. WE ARE THE HOME OF THE BEST DEAL.WE FINANCE THROUGH CREDIT ACCEPTANCE, SERVICE 1ST, ONE MAIN FINANCIAL TO JUST LIST A FEW. LIKE US ON FACEBOOK! STOP OUT AND SEE US. THANK YOU."
"2012 Subaru Outback AWD - 2.5I - Private owner.-$5,800","$5,800","Private owner.-$5,800","89,000",,clean,https://philadelphia.craigslist.org/cto/d/philadelphia-2012-subaru-outback-awd/7919556923.html,"Selling my 2012 Subaru Outback (4-cylinder, All-Wheel Drive). This has been my daily driver and has been very reliable. The vehicle has never been in any accidents, has no rust, and has been well maintained throughout the years. It runs and drives great with no issues.
Features & Details:
• 4-Cylinder (fuel-efficient)
• All-Wheel Drive – excellent in rain and snow
• Heated seats – perfect for winter
• Reverse camera – makes parking easy
• Clean title in hand
• Inspection up to date
• No accidents
• No rust
• Well maintained
• Daily driver with no issues
This Outback is a reliable daily driver, family car, or winter vehicle with Subaru’s dependable AWD system. - if interested call 2I5-868-67O9
show contact info
- CALLS ONLY. I don’t respond to
Text messaging thanks."
"Infiniti QX60 2015-$4,500(Ozone Park)","$4,500",,"120,000",,clean,https://newyork.craigslist.org/que/cto/d/ozone-park-infiniti-qx/7919553796.html,"Hi, I am selling my 2015 Infiniti QX 60 runs and drives new tires new brakes leather sunroof backup camera navigation Bluetooth third row two sets of keys clean New York title ready to go. Please don’t waste my time or your time only call me when you’re ready
show contact info
thank you"
2019 Honda Passport EXL EX L EX-L-$349(Import Masters),$349,,"63,907",,,https://newyork.craigslist.org/que/ctd/d/great-neck-2019-honda-passport-exl-ex/7919552834.html,"2019 Honda Passport EXL EX L EX-L
63,907 mi.
-
Automatic
-
4D SUV
- 6 Cyl -  - VIN# 5FNYF7H54KB011937 - STK# 54562M
Special pricing ad/promotion is available to customers who reference such pricing and present the ad at the time of sale otherwise store list price applies. Buyer is responsible to verify options/packages. Any error voids the ad. Certified Pre-Owned program available. Same-day delivery In-stock units only. Dealer-installed accessories are extra. Dealer is not responsible for typographical errors. Every vehicle in inventory is equipped with LoJack at an additional cost. The special price expires at the midnight of the publication date. For return exchange policy visit the website for details. All Prices will be honored as cash prices. Prices do not include the following fees: Doc Fee, tax, tags, DMV fees, Pre-installed LoJack, and Pre-Certification (vary between vehicles). Please visit or call the dealership for complete details.
Import Masters
Call
(516) 788-7267
View this Honda Passport EX-L NOW!
Address:
269 Northern Blvd, Great Neck, NY 11021
🚙 Import Masters
At
Import Masters
customer satisfaction is our priority and we will meet your needs throughout the ownership of your vehicle.
We are always making sure that you have a
memorable customer experience
with us, whether you are a long-time customer or just meeting with us for the first time.
We offer financing for all types of credit and we work with over 50 banks and credit unions.
If you can't find what you are looking for,
we'll make our best effort to get it for you!
🚘 Vehicle Information:
STOCK:
54562M
YEAR:
2019
MAKE:
Honda
MODEL:
Passport
TRIM:
EX-L
MILES:
63,907
🏦 Great Financing Options are Available!
✍ FOR FAST PRE-APPROVAL VISIT:
↪ https://www.importmastersusa.com/financing/application-short.htm
🚗 Trade-Ins Welcomed!
🚙 You don't have to buy from us, but we will buy from you!
Fill out our valuation form below:
↪https://www.importmastersusa.com/trade-in-form.htm
🕗 Hours:
Monday:
9:00 AM - 7:00 PM
Tuesday:
9:00 AM - 7:00 PM
Wednesday:
9:00 AM - 7:00 PM
Thursday:
9:00 AM - 7:00 PM
Friday:
9:00 AM - 7:00 PM
Saturday:
CLOSED
Sunday:
10:00 AM - 5:00 PM
📍 Visit Us: 269 Northern Blvd, Great Neck, NY, 11021
📱 CALL or TEXT: (516) 788-7267
🇪🇸 Se Habla Español 🇪🇸
There are other similar years of vehicles to choose from such as 2025 2024 2023 2022 2021 2020 2019  2018 2017 2016 2015 2014 2013 25 24 23 22 21 20 9  18 17 16 15 14 13 Honda Passport EXL EX L EX-L - Contact us today for more information.
Disclaimer:
All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. Down Payment, Monthly payment, and interest rate are based
on approved credit
. Prices do not include Sales Tax and DMV registration fees. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors. Please call us for availability on all vehicles since our inventory moves fast.
Import Masters
Call
(516) 788-7267
View this Honda Passport EX-L NOW!
Address:
269 Northern Blvd, Great Neck, NY 11021
Why pay retail for your next Honda when you can own it for
$349
.
Contact us at your convenience
2019* Honda* Passport* 2019_Honda_Passport_ 2019_ Honda_ Passport_ *Honda Passport* *Honda Passport EX-L* *Honda* *Passport* *EX-L* *2019 Honda Passport* *2019 Honda Passport EX-L* *Passport 2019* *Honda Passport 2019* *Passport 2019* *Honda Passport 2019* *Honda Passport 2019 EX-L* *Honda Passport Automatic* *Honda Passport Automatic EX-L* *Automatic Honda Passport* *Honda Automatic Passport* *Automatic* *35 L S 4dr* *Honda* *Passport 2019* *Honda Passport * * Honda Passport* ** *35 L SV 4dr* *Honda Passport 2019* *35 L SL 4dr* *Honda* *Passport 2019* *35 L + 4dr* *Honda Passport 2019* *35 L S SUV* *Honda* *Passport 2019* *35 L SUV* *Honda Passport 2019* *35 L SUV Passport* *Honda* *Passport 2019* *35 L SUV
Powered by
WizPoster.com
— #1 Craigslist Posting Tool."
"2014 Buick Verano 51,000 Miles-$6,500(Bronx)","$6,500",,"51,000",,clean,https://newyork.craigslist.org/brx/cto/d/bronx-2014-buick-verano-miles/7919551708.html,"🚗 2014 Buick Verano – Low Miles – Clean Title
Price: 6,500
Mileage: 51,000 miles
Location: Bronx
Selling a 2014 Buick Verano in excellent condition with only 51,000 miles. The car was originally purchased in Florida, and most of the miles are highway miles.
The car runs and drives perfectly and has been well maintained.
Details:
Clean title
Never crashed
Excellent mechanical condition
Very low miles for the year
Comfortable and reliable sedan
Minor issue:
Left side speaker needs repair
A few cosmetic scrapes
Overall the car is in great shape and ready to drive."
"2012 Jeep liberty-$5,500(Poughkeepsie)","$5,500",,"107,186",,clean,https://hudsonvalley.craigslist.org/ctd/d/poughkeepsie-2012-jeep-liberty/7919545562.html,"Grade 2012 SUV
clean title
no issues
sunroof heated seats,
leather seats
ready for sale
one year Inspection ￼"
"2002 Chevy Astro cargo van.-$3,500(Auburndale)","$3,500",,"97,610",,clean,https://newyork.craigslist.org/que/cto/d/flushing-2002-chevy-astro-cargo-van/7919544960.html,"Van is in excellent running condition. Has 97610 miles on it. It has a fairly new alternator, power steering pump, ignition module, ignition coil, plugs, plug wires, distributor cap and rotor, rear shock absorbers, Also has All terrain Gen Grabber A/TX tires with plenty of rubber left. I replaced the rear differential with an Eaton 28 Spline True Trac limited slip differential. It has a true positrac rear now. I replaced the old one because I was tired of getting stuck in the snow. Also have a rear tow hitch. Recently had car inspected so brakes are still good. I have receipts for everything that was replaced."
"2007 SAAB 9-3-$5,995(Binghamton, N.Y.)","$5,995",,"69,000",,clean,https://binghamton.craigslist.org/ctd/d/binghamton-2007-saab-3/7919544273.html,"2007 SAAB 9-3, ONLY 69K, AUTO, 4CYL, HPT, LOCAL NEW CAR TRADE, LOADED, HEATED SEATS, FOG LAMPS, $5995 / CAN BE SEEN @ K. SNELL AUTO 573 UPPER COURT ST. BINGHAMTON, N.Y. 13904 OR CALL 607-775-8377 SEE MORE CARS @ http://ksnellauto.com/inventory.html"
"2015 Honda Civic-$9,795(Binghamton, N.Y.)","$9,795",,"106,000",,clean,https://binghamton.craigslist.org/ctd/d/binghamton-2015-honda-civic/7919543004.html,"2015 HONDA CIVIC LX, ONLY 106K, AUTO, 4CYL, P/W, P/L, AIR, CRUISE, GREAT ON GAS, LOCAL NEW CAR TRADE, $9795 / CAN BE SEEN @ K. SNELL AUTO 573 UPPER COURT ST. BINGHAMTON, N.Y. 13904 OR CALL 607-775-8377 SEE MORE CARS @ http://ksnellauto.com/inventory.html"
"2003 Jeep Wrangler CLEAN!-$8,900(Philadelphia)","$8,900",,"104,000",,rebuilt,https://philadelphia.craigslist.org/cto/d/philadelphia-2003-jeep-wrangler-clean/7919541881.html,"2003 Jeep Wrangler Sport
104k miles
Strong 6 cylinder 4.0 motor
5 speed manual transmission shifts great
Newer clutch
4 wheel drive works
PA inspected
AC and heat work
Runs and drives great
NO RUST
Frame is spotless!
PA R title (theft recovery in 2016)
Price is $8900 firm
Call or text
show contact info
*similar to Xterra 4Runner sequoia expedition explorer Tahoe suburban fj ranger *"
"2010 VW Volkswagen CC Low Miles!-$5,000(Philadelphia)","$5,000",,"94,000",,clean,https://philadelphia.craigslist.org/cto/d/philadelphia-2010-vw-volkswagen-cc-low/7919541729.html,"2010 VW Volkswagen CC
Only 94k miles
Clean title
No rust
Strong 2.0 turbo 4 cylinder motor
6 speed manual transmission shifts great
Well maintained
Timing chain, tensioner, and cover replaced in 2023
Clean inside and out
Runs and drives great!
Price is $5000
Call/text
show contact info
Located in northeast Philadelphia, PA 19115"
"1973 Chevrolet Corvette , convertible-$5,900(York)","$5,900",,"37,612",,clean,https://york.craigslist.org/ctd/d/york-1973-chevrolet-corvette-convertible/7919541399.html,"For sale is a 1973 Chevrolet Corvette , convertible , #'s matching  . This Corvette is sold As-Is , a project , sitting many years. This car does not run . This Chevy is 350 , 8 cylinder , automatic transmission , and power steering . This car is white with a black interior . The miles are exempt on the title . The price is $5900.00 plus tax , title , and applicable fees . Call today for more information ! We are a used car dealer .
M&M Inc of York
2875 East Prospect Rd
York , Pa 17402
717-755-3841"
"1976 Pontiac Trans Am-$2,900(York)","$2,900",,"99,999",,clean,https://york.craigslist.org/ctd/d/york-1976-pontiac-trans-am/7919540925.html,"For sale is a 1976 Pontiac Trans Am . This car is sold As-Is , a project , no engine , no transmission . Sitting for many years . This Pontiac had a 455 motor , and a 4 speed manual transmission . This car is grey with a red interior . The miles exceed mechanical limits on the title . The price is $2900.00 plus tax , title , and applicable fees . Call today for more information ! We are a used car dealer .
M&M Inc of York
2875 East Prospect Rd
York , Pa 17402
717-755-3841"
"2015 Subaru Forester-$6,400(Hopewell Junction)","$6,400",,"72,269",,clean,https://hudsonvalley.craigslist.org/cto/d/hopewell-junction-2015-subaru-forester/7919538778.html,"Selling a ‘15 Subaru Forester.  This car has been well maintained and always regularly serviced.  It is AWD, all leather and has a backup camera and a remote starter.  It’s only been driven 72,269 miles.  There's some minor damage to the hood, but I’ll have it fixed before I sell it.  The very fair, but firm, price is $6400.  I can also consider taking a down payment and financing the rest"
"2003 Cadillac Deville low mileage-$3,500(West New York)","$3,500",,"88,570",,clean,https://newjersey.craigslist.org/cto/d/west-new-york-2003-cadillac-deville-low/7919536511.html,"For Sale: 2003 Cadillac DeVille – $3,500 OBO
✅ Mileage: 90,770 (going up daily – currently a daily driver)
✅ Repairs: Over $2,000 in maintenance/repairs done within the last year
✅ Condition: Clean, comfortable, smooth ride – true Cadillac luxury
Maintenance:
The car had a full tune up, service and check of main vital organs.
What was changed:
Ckp sensor
Cmp sensor
Throttle body
MAF sensor
Abs pump
Windows regulators
Alternator
Fuel pump
Idle valve
New battery installed
Runs and drives well. The only quirk is that sometimes it takes two tries to crank and turn over, but once it starts, it runs solid.
Tires (4 seasons) have still a lot of life in them
Great car for someone looking for a daily driver, a first car, or a solid cruiser with low miles for its age. I am the 2nd owner, car has always been garage kept.
📍 Located in Guttenberg, NJ
💵 Asking $3,500 or best offer
Serious inquiries only. Call/text
show contact info"
"2010 Mini Cooper S 2dr Hatchback-$4,000(_Mini_ _Cooper_ _Coupe_)","$4,000",,"109,687",,clean,https://philadelphia.craigslist.org/ctd/d/burlington-2010-mini-cooper-2dr/7919535438.html,"2010 Mini Cooper S 2dr Hatchback -- $4,000
☎ Call: (609) 297-5296  ext 10029
Vehicle Information:
2010 Mini Cooper S 2dr Hatchback
Price:
$4,000
Year:
2010*
Make:
*Mini**
Model:
*Cooper**
Series:
*S 2dr Hatchback**
Body Style:
Coupe*
Stock Number:
12
VIN:
WMWMF7C52ATZ74236
Mileage:
109k
Engine:
I4 1.6L Turbocharger
Transmission:
Automatic
Exterior Color:
White*
Interior Color:
Black*
To get started, just complete our secure online credit application. We'll help you get pre-approved, making it even easier for you to shop for your next vehicle. Copy and Paste this link
https://aswt.co/e98gj
For more details, pictures and information on this
***Mini**** ***Cooper**** ***S 2dr Hatchback****
,
Click
the link below:
View this Mini Cooper NOW!
Vehicle Options For This *Mini** *Cooper**:
✅ Coupe*
✅ Abs - 4-Wheel
✅ Air Filtration
✅ Airbag Deactivation - Occupant Sensing Passenger
✅ Alternator - 150 Amps
✅ Ambient Lighting - Color-Adjustable
✅ Antenna Type - Mast
✅ Anti-Theft System - Vehicle Immobilizer
✅ Automatic Hazard Warning Lights
✅ Auxiliary Audio Input - Jack
✅ Axle Ratio - 3.65
✅ Braking Assist
✅ Cargo Area Light
✅ Center Console - Front Console With Storage
✅ Center Console Trim - Alloy
✅ Child Seat Anchors - Latch System
✅ Cornering Brake Control
✅ Cruise Control
✅ Crumple Zones - Front
✅ Crumple Zones - Rear
✅ Cupholders - Front
✅ Cupholders - Rear
✅ Dash Trim - Alloy
✅ Daytime Running Lights
✅ Door Trim - Alloy
✅ Driver Seat Manual Adjustments - 6
✅ Driver Seat Manual Adjustments - Height
✅ Easy Entry - Manual Rear Seat
✅ Electronic Brakeforce Distribution
✅ Exhaust - Dual Tip
✅ Exhaust Tip Color - Chrome
✅ External Temperature Display
✅ Foot Pedal Trim - Aluminum
✅ Footwell Lights
✅ Front Air Conditioning
✅ Front Air Conditioning Zones - Single
✅ Front Airbags - Dual
✅ Front Brake Diameter - 11.6
✅ Front Brake Type - Ventilated Disc
✅ Front Brake Width - 0.9
☎ Call
(609) 297-5296
ext
10029
to find out more about this
***Mini**** ***Cooper****.
-or-
Click
the link below to get more detailed information about this
____Mini*____Cooper*____S 2dr Hatchback*
:
View this Mini Cooper NOW!
Call  us today and mention that you heard about this vehicle on Craigslist!
Motorhub
☎ Phone Number:
(609) 297-5296  ext
10029
Additional Vehicle Information:
Call today to schedule your test drive.  JD Power gave this 2010 Cooper a Power Circle Rating of 5 in Performance, Style, and Overall Quality Mechanical.  Experience true comfort with leather seats.  This car comes with a great EPA estimated fuel economy rating of 29 MPG combined.  Stop by the showroom today to give her a test drive.  Rest easy knowing that this vehicle received a 5-star safety rating for Side Driver impact.  This Cooper includes: convenient keyless entry, satellite ready stereo, security system, a cabin air filtration system and extremely convenient cruise control.
2010, 10, '10, Cooper, S 2dr Hatchback, 2 Door Car, Coupe, Motorhub, *Motorhub*, ~as7528_cl23~
Powered by AutoSweet
| www.autosweet.com"
"2007 Ford F 150-$1,600(York)","$1,600",,"109,000",,clean,https://york.craigslist.org/ctd/d/york-2007-ford-150/7919532958.html,"For sale is a 2007 Ford f 150 , 4x4 , 8 ft bed . This truck is sold As-Is , a project , rusty , needs work , does not pass inspection . This Ford is 4.6 litre , 8 cylinder , automatic transmission , power steering , and power brakes . This Ford is blue with a grey interior . The miles are 109000 . The price is $1600.00 plus tax , title , and applicable fees . Call today for more information ! We are a used car dealer .
M&M Inc of York
2875 East Prospect Rd
York , Pa 17402
717-755-3841"
